segment_id,speed,frame,x1,y1,x2,y2,time,date
15879887192069,10,77,106.6595074,10.7802867,106.6589229,10.7808064,1507552156038,09/10/2017
15879887192069,13.6667,94,106.6595074,10.7802867,106.6589229,10.7808064,1507567456594,09/10/2017
15879887192069,18,25,106.6595074,10.7802867,106.6589229,10.7808064,1507591756611,10/10/2017
15879887192069,12,35,106.6595074,10.7802867,106.6589229,10.7808064,1507600756532,10/10/2017
15879887192069,7.375,36,106.6595074,10.7802867,106.6589229,10.7808064,1507601656817,10/10/2017
15879887192069,7.6875,39,106.6595074,10.7802867,106.6589229,10.7808064,1507604369997,10/10/2017
15879887192069,10.9478,40,106.6595074,10.7802867,106.6589229,10.7808064,1507605269852,10/10/2017
15879887192069,8.5,42,106.6595074,10.7802867,106.6589229,10.7808064,1507607070038,10/10/2017
15879887192069,7.3333,45,106.6595074,10.7802867,106.6589229,10.7808064,1507609769955,10/10/2017
15879887192069,10.8333,47,106.6595074,10.7802867,106.6589229,10.7808064,1507611570442,10/10/2017
15879887192069,9.6667,51,106.6595074,10.7802867,106.6589229,10.7808064,1507615169998,10/10/2017
15879887192069,16.3333,57,106.6595074,10.7802867,106.6589229,10.7808064,1507620570328,10/10/2017
15879887192069,17.6667,58,106.6595074,10.7802867,106.6589229,10.7808064,1507621470314,10/10/2017
15879887192069,8.6833,66,106.6595074,10.7802867,106.6589229,10.7808064,1507628670635,10/10/2017
15879887192069,16.9167,69,106.6595074,10.7802867,106.6589229,10.7808064,1507631370513,10/10/2017
15879887192069,7.5833,72,106.6595074,10.7802867,106.6589229,10.7808064,1507634070631,10/10/2017
15879887192069,11.6667,73,106.6595074,10.7802867,106.6589229,10.7808064,1507634970348,10/10/2017
15879887192069,15.25,76,106.6595074,10.7802867,106.6589229,10.7808064,1507637670629,10/10/2017
15879887192069,15.3333,83,106.6595074,10.7802867,106.6589229,10.7808064,1507643970498,10/10/2017
15879887192069,16,89,106.6595074,10.7802867,106.6589229,10.7808064,1507649371338,10/10/2017
15879887192069,17.5,27,106.6595074,10.7802867,106.6589229,10.7808064,1507679970935,11/10/2017
15879887192069,16.25,33,106.6595074,10.7802867,106.6589229,10.7808064,1507685370747,11/10/2017
15879887192069,13,41,106.6595074,10.7802867,106.6589229,10.7808064,1507692570927,11/10/2017
15879887192069,6.3571,42,106.6595074,10.7802867,106.6589229,10.7808064,1507693470944,11/10/2017
15879887192069,7.0588,51,106.6595074,10.7802867,106.6589229,10.7808064,1507701570889,11/10/2017
15879887192069,12.5417,59,106.6595074,10.7802867,106.6589229,10.7808064,1507708770936,11/10/2017
15879887192069,9.9167,69,106.6595074,10.7802867,106.6589229,10.7808064,1507717771427,11/10/2017
15879887192069,8,80,106.6595074,10.7802867,106.6589229,10.7808064,1507727672266,11/10/2017
15879887192069,12.2778,81,106.6595074,10.7802867,106.6589229,10.7808064,1507728571813,11/10/2017
15879887192069,11,83,106.6595074,10.7802867,106.6589229,10.7808064,1507730371909,11/10/2017
15879887192069,18,27,106.6595074,10.7802867,106.6589229,10.7808064,1507766373247,12/10/2017
15879887192069,9.9167,33,106.6595074,10.7802867,106.6589229,10.7808064,1507771772948,12/10/2017
15879887192069,12.6222,40,106.6595074,10.7802867,106.6589229,10.7808064,1507778073094,12/10/2017
15879887192069,5.8611,42,106.6595074,10.7802867,106.6589229,10.7808064,1507779873254,12/10/2017
15879887192069,15.8667,43,106.6595074,10.7802867,106.6589229,10.7808064,1507780773223,12/10/2017
15879887192069,6.7564,67,106.6595074,10.7802867,106.6589229,10.7808064,1507802350227,12/10/2017
15879887192069,5.8571,36,106.6595074,10.7802867,106.6589229,10.7808064,1507860876552,13/10/2017
15879887192069,9.7941,37,106.6595074,10.7802867,106.6589229,10.7808064,1507861773218,13/10/2017
15879887192069,11.75,38,106.6595074,10.7802867,106.6589229,10.7808064,1507862673371,13/10/2017
15879887192069,8.6667,39,106.6595074,10.7802867,106.6589229,10.7808064,1507863573410,13/10/2017
15879887192069,6.1667,57,106.6595074,10.7802867,106.6589229,10.7808064,1507879773872,13/10/2017
15879887192069,7,62,106.6595074,10.7802867,106.6589229,10.7808064,1507884274096,13/10/2017
15879887192069,14.3333,64,106.6595074,10.7802867,106.6589229,10.7808064,1507886073939,13/10/2017
15879887192069,11.5,66,106.6595074,10.7802867,106.6589229,10.7808064,1507887874090,13/10/2017
15879887192069,9.0917,67,106.6595074,10.7802867,106.6589229,10.7808064,1507888774126,13/10/2017
15879887192069,5.7908,68,106.6595074,10.7802867,106.6589229,10.7808064,1507889674670,13/10/2017
15879887192069,7.2727,70,106.6595074,10.7802867,106.6589229,10.7808064,1507891474411,13/10/2017
15879887192069,10.1603,75,106.6595074,10.7802867,106.6589229,10.7808064,1507895974277,13/10/2017
15879887192069,17.4815,76,106.6595074,10.7802867,106.6589229,10.7808064,1507896874331,13/10/2017
15879887192069,5.95,77,106.6595074,10.7802867,106.6589229,10.7808064,1507897774494,13/10/2017
15879887192069,12.5,78,106.6595074,10.7802867,106.6589229,10.7808064,1507898674402,13/10/2017
15879887192069,9.5,81,106.6595074,10.7802867,106.6589229,10.7808064,1507901374876,13/10/2017
15879887192069,15.375,85,106.6595074,10.7802867,106.6589229,10.7808064,1507904974879,13/10/2017
15879887192069,9.8333,86,106.6595074,10.7802867,106.6589229,10.7808064,1507905874855,13/10/2017
15879887192069,8.951,88,106.6595074,10.7802867,106.6589229,10.7808064,1507907675377,13/10/2017
15879887192069,9,89,106.6595074,10.7802867,106.6589229,10.7808064,1507908576305,13/10/2017
15879887192069,14,21,106.6595074,10.7802867,106.6589229,10.7808064,1507933741840,14/10/2017
15879887192069,9,30,106.6595074,10.7802867,106.6589229,10.7808064,1507941842191,14/10/2017
15879887192069,15.75,32,106.6595074,10.7802867,106.6589229,10.7808064,1507943642365,14/10/2017
15879887192069,10.5,37,106.6595074,10.7802867,106.6589229,10.7808064,1507948142287,14/10/2017
15879887192069,6.75,41,106.6595074,10.7802867,106.6589229,10.7808064,1507951742545,14/10/2017
15879887192069,10.3333,44,106.6595074,10.7802867,106.6589229,10.7808064,1507954442492,14/10/2017
15879887192069,14.6667,47,106.6595074,10.7802867,106.6589229,10.7808064,1507957142813,14/10/2017
15879887192069,9.6667,49,106.6595074,10.7802867,106.6589229,10.7808064,1507958942571,14/10/2017
15879887192069,11,55,106.6595074,10.7802867,106.6589229,10.7808064,1507964346705,14/10/2017
15879887192069,12.2667,56,106.6595074,10.7802867,106.6589229,10.7808064,1507965246778,14/10/2017
15879887192069,14,59,106.6595074,10.7802867,106.6589229,10.7808064,1507967947071,14/10/2017
15879887192069,11.3333,66,106.6595074,10.7802867,106.6589229,10.7808064,1507974247243,14/10/2017
15879887192069,8.8333,67,106.6595074,10.7802867,106.6589229,10.7808064,1507975147167,14/10/2017
15879887192069,14.6667,68,106.6595074,10.7802867,106.6589229,10.7808064,1507976047535,14/10/2017
15879887192069,9.5,71,106.6595074,10.7802867,106.6589229,10.7808064,1507978747361,14/10/2017
15879887192069,14.1667,72,106.6595074,10.7802867,106.6589229,10.7808064,1507979647371,14/10/2017
15879887192069,11.0111,73,106.6595074,10.7802867,106.6589229,10.7808064,1507980547325,14/10/2017
15879887192069,10.775,75,106.6595074,10.7802867,106.6589229,10.7808064,1507982347537,14/10/2017
15879887192069,5.991,76,106.6595074,10.7802867,106.6589229,10.7808064,1507983247385,14/10/2017
15879887192069,7.2,79,106.6595074,10.7802867,106.6589229,10.7808064,1507985947560,14/10/2017
15879887192069,13,80,106.6595074,10.7802867,106.6589229,10.7808064,1507986847419,14/10/2017
15879887192069,9.0917,83,106.6595074,10.7802867,106.6589229,10.7808064,1507989547521,14/10/2017
15879887192069,10.3125,85,106.6595074,10.7802867,106.6589229,10.7808064,1507991347620,14/10/2017
15879887192069,8.2009,86,106.6595074,10.7802867,106.6589229,10.7808064,1507992247919,14/10/2017
15879887192069,17.2333,87,106.6595074,10.7802867,106.6589229,10.7808064,1507993147632,14/10/2017
15879887192069,8.5833,88,106.6595074,10.7802867,106.6589229,10.7808064,1507994047540,14/10/2017
15879887192069,7.1481,92,106.6595074,10.7802867,106.6589229,10.7808064,1507997647657,14/10/2017
15879887192069,10.6474,0,106.6595074,10.7802867,106.6589229,10.7808064,1508001247829,15/10/2017
15879887192069,7.4762,1,106.6595074,10.7802867,106.6589229,10.7808064,1508002148027,15/10/2017
15879887192069,7,3,106.6595074,10.7802867,106.6589229,10.7808064,1508003947829,15/10/2017
15879887192069,17.3846,31,106.6595074,10.7802867,106.6589229,10.7808064,1508029147967,15/10/2017
15879887192069,11.6667,39,106.6595074,10.7802867,106.6589229,10.7808064,1508036347905,15/10/2017
15879887192069,7.6667,41,106.6595074,10.7802867,106.6589229,10.7808064,1508038147985,15/10/2017
15879887192069,17,42,106.6595074,10.7802867,106.6589229,10.7808064,1508039048348,15/10/2017
15879887192069,7.5833,50,106.6595074,10.7802867,106.6589229,10.7808064,1508046248067,15/10/2017
15879887192069,10.9487,50,106.6595074,10.7802867,106.6589229,10.7808064,1508047148124,15/10/2017
15879887192069,8.8333,58,106.6595074,10.7802867,106.6589229,10.7808064,1508053488802,15/10/2017
15879887192069,17,59,106.6595074,10.7802867,106.6589229,10.7808064,1508054388988,15/10/2017
15879887192069,8,61,106.6595074,10.7802867,106.6589229,10.7808064,1508056189117,15/10/2017
15879887192069,12.5,62,106.6595074,10.7802867,106.6589229,10.7808064,1508057088968,15/10/2017
15879887192069,9.9048,63,106.6595074,10.7802867,106.6589229,10.7808064,1508057989098,15/10/2017
15879887192069,8.1111,64,106.6595074,10.7802867,106.6589229,10.7808064,1508058889185,15/10/2017
15879887192069,12.75,68,106.6595074,10.7802867,106.6589229,10.7808064,1508062489183,15/10/2017
15879887192069,10,72,106.6595074,10.7802867,106.6589229,10.7808064,1508066089347,15/10/2017
15879887192069,8.4464,73,106.6595074,10.7802867,106.6589229,10.7808064,1508066989292,15/10/2017
